ID,Americas,EU,APAC,"missing
completely",Dupes,Database,,Schema,Type,Name,"comments
in column
AF?","# queries
","# users
","storage
in GB","mapped
AURORA
source product","mapped
AURORA
data product",comments,Data Model Availability,UAT Start Date,Go-live Date,,PRE-FILTER
ENRICH;BV_VEEVA_CRM_STAKEHOLDER_PUBLICATION_VOD__C_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_STAKEHOLDER_PUBLICATION_VOD__C_PC2,no,90,3,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SUGGESTION_FEEDBACK_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SUGGESTION_FEEDBACK_VOD__C_PC1,no,90,3,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_VAULT_CFV_MESSAGE_TOPIC__C_AP,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_VAULT_CFV_MESSAGE_TOPIC__C_AP,no,90,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;CONTROLLING_LISTE_RR,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CONTROLLING_LISTE_RR,no,90,7,0,,,,,,,,
ANALYTICS;CPH_EXPOSED_BR_MAPPING,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CPH_EXPOSED_BR_MAPPING,no,90,7,0,,,,,,,,
ANALYTICS;DATASOURCE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DATASOURCE,no,90,7,0,Reference,,,,,,,
ANALYTICS;DIM_CONTENT_LOCALIZATION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_CONTENT_LOCALIZATION,no,90,7,0,,,,,,,,
ANALYTICS;DIM_CONTENT_USED_IN_ACTIVATION_CALLS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_CONTENT_USED_IN_ACTIVATION_CALLS,no,90,7,0,,,,,,,,
ANALYTICS;DIM_CONTENT_USED_IN_ACTIVATION_EMAIL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_CONTENT_USED_IN_ACTIVATION_EMAIL,no,90,7,0,,,,,,,,
ANALYTICS;DIM_EMAIL_TEMPLATE_REPORT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_EMAIL_TEMPLATE_REPORT,no,90,7,0,,,,,,,,
ANALYTICS;GEO_HIERARCHY__US_SUGGESTION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,GEO_HIERARCHY__US_SUGGESTION,no,90,7,0,,,,,,,,
ANALYTICS;IMPACT_TRACK_JP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IMPACT_TRACK_JP,no,90,7,0,,,,,,,,Japan
ENRICH;IQVIA_HDSC_PROD_PCMDTY_GRP_BNDRY,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,IQVIA_HDSC_PROD_PCMDTY_GRP_BNDRY,no,90,9,0.138,IQVIA,,,,,,,MarketData
ANALYTICS;MAP_CUST_PAR_RAD_GLOBAL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_GLOBAL,no,90,7,0,Reference,Reference Data 1.1 (Trademark hierarchy),,tbd,11/19/25,12/31/25,,
ANALYTICS;MAP_CUST_PAR_RAD_UK,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_UK,no,90,7,0,Reference,,,,,,,
ANALYTICS;MAP_GEO_HIERARCHY_RAD_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_GEO_HIERARCHY_RAD_DE,no,90,7,0,,,,,,,,
ANALYTICS;MAP_GEO_TERRITORY_RAD_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_GEO_TERRITORY_RAD_DE,no,90,7,0.001,,,,,,,,
ANALYTICS;MAP_MARKET_CLUSTER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_MARKET_CLUSTER,no,90,7,0,,,,,,,,
ANALYTICS;MAP_PROD_LN_LIFE_CYCL_MOD_RAD_GLOBAL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_PROD_LN_LIFE_CYCL_MOD_RAD_GLOBAL,no,90,7,0,,,,,,,,
ANALYTICS;MAPPING_PRODUCT_GROUPS__FINLAND,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAPPING_PRODUCT_GROUPS__FINLAND,no,90,7,0,,,,,,,,
ANALYTICS;MDM_CDP_GEOGRAPHY_SANIBRICKS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MDM_CDP_GEOGRAPHY_SANIBRICKS,no,90,7,0,Reltio MDM,,,,,,,MDM
ANALYTICS;MDM_CDP_GEOGRAPHY_ZIPCODE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MDM_CDP_GEOGRAPHY_ZIPCODE,no,90,7,0.001,Reltio MDM,,,,,,,MDM
ANALYTICS;MDM_CDP_PRODUCT_VISIBILITY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MDM_CDP_PRODUCT_VISIBILITY,no,90,7,0,Reltio MDM,,,,,,,MDM
ANALYTICS;MONTHLY_BAYER_BRICK_MASTER_DATA__MARKETPRODUCT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MONTHLY_BAYER_BRICK_MASTER_DATA__MARKETPRODUCT,no,90,7,0,,,,,,,,
ANALYTICS;QUARTERLY_DATA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,QUARTERLY_DATA,no,90,7,0,,,,,,,,
ANALYTICS;REF_HCO_SEGMENTATION_JP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_HCO_SEGMENTATION_JP,no,90,7,0,,,,,,,,Japan
ANALYTICS;REF_MAPPING_FILE_RAD_SG,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_MAPPING_FILE_RAD_SG,no,90,8,0,,,,,,,,
ANALYTICS;REF_SFDC_ACCOUNT_RAD_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_SFDC_ACCOUNT_RAD_DE,no,90,7,0.006,,,,,,,,
ANALYTICS;REP_ACCOUNT_CONSENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_ACCOUNT_CONSENT,no,90,7,51.489,Truman,,,,,,,Truman
ANALYTICS;REP_ACCOUNT_CONSENT_UAT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_ACCOUNT_CONSENT_UAT,no,90,7,0,Truman,,,,,,,Truman
ANALYTICS;REP_APPROVED_EMAIL_BASE_WITH_CORE_MESSAGE_CATEGORY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_APPROVED_EMAIL_BASE_WITH_CORE_MESSAGE_CATEGORY,no,90,7,0,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_APPROVED_EMAIL_BASE_WITH_CORE_MESSAGE_CONTENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_APPROVED_EMAIL_BASE_WITH_CORE_MESSAGE_CONTENT,no,90,7,0,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_APPROVED_EMAIL_CORE_MESSAGE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_APPROVED_EMAIL_CORE_MESSAGE,no,90,7,0.316,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_APPROVED_EMAIL_YEARLY_DATA_WITH_CORE_MESSAGE_EMAIL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_APPROVED_EMAIL_YEARLY_DATA_WITH_CORE_MESSAGE_EMAIL,no,90,7,0,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_APPROVED_EMAILS_ACTIVITY_FRAGMENT_V2,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_APPROVED_EMAILS_ACTIVITY_FRAGMENT_V2,no,90,7,0.167,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_BRAND_PRODUCT_ADOPTION_SEGMENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_BRAND_PRODUCT_ADOPTION_SEGMENT,no,90,7,0.292,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_CALL_CAPACITY_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_CALL_CAPACITY_DE,no,90,7,0.004,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_CP_APPROVED_EMAIL_URL_FRAGMENT_SAT_2,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_CP_APPROVED_EMAIL_URL_FRAGMENT_SAT_2,no,90,7,0.116,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_CVENT_DATA_V2,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_CVENT_DATA_V2,no,90,7,0.04,Cvent,,,,,,,CVENT
ANALYTICS;REP_DMOS_EVENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_DMOS_EVENT,no,90,7,0.003,,,,,,,,
ANALYTICS;REP_E2E_ACCOUNT_BASE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_E2E_ACCOUNT_BASE,no,90,7,0.004,,,,,,,,
ANALYTICS;REP_EMAIL_NEWSLETTER_WITH_CORE_MESSAGES,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_EMAIL_NEWSLETTER_WITH_CORE_MESSAGES,no,90,7,0,,,,,,,,
ANALYTICS;REP_GLOBAL_CONTENT_TRACKING_ENGMNT_RAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_GLOBAL_CONTENT_TRACKING_ENGMNT_RAD,no,90,7,0.073,,,,,,,,
ANALYTICS;REP_HCP_FUNNEL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_HCP_FUNNEL,no,90,7,0.098,,,,,,,,
ANALYTICS;REP_ICQ_SALES_REP_SURVEY_DETAIL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_ICQ_SALES_REP_SURVEY_DETAIL,no,90,7,0.005,,,,,,,,
ANALYTICS;REP_JOURNEY_EVENTS_ACTIVITY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_JOURNEY_EVENTS_ACTIVITY,no,90,7,0.389,,,,,,,,
ANALYTICS;REP_JOURNEY_NEWSLETTER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_JOURNEY_NEWSLETTER,no,90,7,0,,,,,,,,
ANALYTICS;REP_JOURNEY_SUGGESTION_ACTIVITY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_JOURNEY_SUGGESTION_ACTIVITY,no,90,7,0.725,,,,,,,,
ANALYTICS;REP_MED_CAMPAIGN_ACTIVITY_COMBINED,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MED_CAMPAIGN_ACTIVITY_COMBINED,no,90,7,0.707,,,,,,,,
ANALYTICS;REP_MED_CAMPAIGN_TC_CMBND,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MED_CAMPAIGN_TC_CMBND,no,90,7,0.644,,,,,,,,
ANALYTICS;REP_MED_CAMPAIGN_TEMP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MED_CAMPAIGN_TEMP,no,90,7,0.034,,,,,,,,
ANALYTICS;REP_MED_INTRACTIONS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MED_INTRACTIONS,no,90,7,0.037,,,,,,,,
ANALYTICS;REP_MED_JOURNEY_ACTIVITIES_ARCH_FUNNEL_CQ,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MED_JOURNEY_ACTIVITIES_ARCH_FUNNEL_CQ,no,90,7,0.194,,,,,,,,
ANALYTICS;REP_MSL_SENTIMENT_1_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_MSL_SENTIMENT_1_DE,no,90,7,0.002,Vault CRM,,,,,,,Veeva
ANALYTICS;REP_YR_MTH_WRK_DAY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REP_YR_MTH_WRK_DAY,no,90,7,0,,,,,,,,
ANALYTICS;SALES_REP_BRICK__SALES_CUBE_1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,SALES_REP_BRICK__SALES_CUBE_1,no,90,7,0.001,,,,,,,,
ANALYTICS;SAP_ELSA_AUTH_TABLE_MGMT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,SAP_ELSA_AUTH_TABLE_MGMT,no,90,7,0.012,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ANALYTICS;TABLE_TP_POINTS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,TABLE_TP_POINTS,no,90,7,0,,,,,,,,
ANALYTICS;TERRITORY_TO_IQVIA_MINIBRICK_MAPPING__SHEET1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,TERRITORY_TO_IQVIA_MINIBRICK_MAPPING__SHEET1,no,90,7,0.001,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;TRADEMARK_CLUSTER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,TRADEMARK_CLUSTER,no,90,7,0,,,,,,,,
ANALYTICS;US_PRESCRIPTION__DATA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,US_PRESCRIPTION__DATA,no,90,7,0.001,,,,,,,,
ANALYTICS;AE_NL_FR__APPROVED_EMAIL_NL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,AE_NL_FR__APPROVED_EMAIL_NL,no,89,6,0,Vault CRM,,,,,,,Veeva
ANALYTICS;AE_NL_IT__APPROVED_EMAIL_NL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,AE_NL_IT__APPROVED_EMAIL_NL,no,89,6,0,Vault CRM,,,,,,,Veeva
ANALYTICS;ALIGN_FSA_TO_POD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,ALIGN_FSA_TO_POD,no,89,6,0,,,,,,,,
ANALYTICS;ALL_SPECIALITY_MAPPING_CALCULATED_SPECIALITIES_PER_TEAM__ULTIMATE_MAPPING,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,ALL_SPECIALITY_MAPPING_CALCULATED_SPECIALITIES_PER_TEAM__ULTIMATE_MAPPING,no,89,6,0,,,,,,,,
ANALYTICS;ALL_ZIP_TO_TERR__US_SUGGESTION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,,no,89,6,0,,,,,,,,
ANALYTICS;BAYER_MCM_BENCHMARK_REPORT__PHONE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BAYER_MCM_BENCHMARK_REPORT__PHONE,no,89,6,0.001,,,,,,,,
ANALYTICS;BAYER_MCM_BENCHMARK_REPORT__POST,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BAYER_MCM_BENCHMARK_REPORT__POST,no,89,6,0.003,,,,,,,,
ANALYTICS;BAYER_MCM_BENCHMARK_REPORT__REMOTE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BAYER_MCM_BENCHMARK_REPORT__REMOTE,no,89,6,0,,,,,,,,
ANALYTICS;BAYER_SPECIFIC_MEASURES,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BAYER_SPECIFIC_MEASURES,no,89,6,0,,,,,,,,
#REF!,0,0,0,#REF!,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,ALL_ZIP_TO_TERR__US_SUGGESTION,#REF!,0,0,0,,,,,,,,
ANALYTICS;BRAND_MAPPING_IN_MARKET,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRAND_MAPPING_IN_MARKET,no,89,6,0,,,,,,,,
ANALYTICS;BRAND_MAPPING_IN_MARKET__SHEET1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRAND_MAPPING_IN_MARKET__SHEET1,no,89,6,0,,,,,,,,
ANALYTICS;BRAND_MAPPING_IN_MARKET_BE__PRODUCTS_MAPPED,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRAND_MAPPING_IN_MARKET_BE__PRODUCTS_MAPPED,no,89,6,0,,,,,,,,
ANALYTICS;BRAND_TO_PRODUCT_GROUP_MAPPING,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRAND_TO_PRODUCT_GROUP_MAPPING,no,89,12,0,,,,,,,,
ANALYTICS;BRIEF_DOC_CONTENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRIEF_DOC_CONTENT,no,89,6,0,SFMC,,,,,,,SFMC
ANALYTICS;BRIEF_DOC_CUSTOMER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRIEF_DOC_CUSTOMER,no,89,6,0,SFMC,,,,,,,SFMC
ANALYTICS;BUDGET_PHARMA_IN_VOLUME_NET_VALUE_PER_MONTH__VOLUME,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BUDGET_PHARMA_IN_VOLUME_NET_VALUE_PER_MONTH__VOLUME,no,89,6,0,,,,,,,,
ENRICH;BV_VEEVA_ALIGN_FOOTPRINT_GEOGRAPHY__ALN_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_FOOTPRINT_GEOGRAPHY__ALN_AC2,no,89,4,0,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_GEOGRAPHY_TERRITORY__ALN_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_GEOGRAPHY_TERRITORY__ALN_PC2,no,89,3,0,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_PUBLICATION__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PUBLICATION__C_AC2,no,89,4,0,Vault CRM,,,,,,,Veeva
ANALYTICS;CERTIFICATION_REPORT_QUESTION_MAPPING__QUESTION_MAPPING,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CERTIFICATION_REPORT_QUESTION_MAPPING__QUESTION_MAPPING,no,89,6,0,,,,,,,,
ANALYTICS;CHEMSUBSTANCE_SC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CHEMSUBSTANCE_SC,no,89,6,0,,,,,,,,
ANALYTICS;CONTROLLING_CALCUL_QTE__FEUIL1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CONTROLLING_CALCUL_QTE__FEUIL1,no,89,6,0,,,,,,,,
ANALYTICS;CRPC_MARKET_DEFINITION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,CRPC_MARKET_DEFINITION,no,89,6,0,,,,,,,,
ANALYTICS;DIM_PUR_CNTRCT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_PUR_CNTRCT,no,89,8,5.438,IQVIA,,,,,,,
ANALYTICS;EMAIL_CYCLE_NON_TARGET_DATA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,EMAIL_CYCLE_NON_TARGET_DATA,no,89,6,0,Vault CRM,,,,,,,Veeva
ANALYTICS;EMAIL_CYCLE_TARGET_DATA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,EMAIL_CYCLE_TARGET_DATA,no,89,6,0,Vault CRM,,,,,,,Veeva
ANALYTICS;EMPLOYEE_LICENSE_MANAGER_STATUS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,EMPLOYEE_LICENSE_MANAGER_STATUS,no,89,6,0,,,,,,,,
ANALYTICS;EYLEA_TARGETS_BY_MONTH__SHEET1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,EYLEA_TARGETS_BY_MONTH__SHEET1,no,89,6,0,,,,,,,,
ANALYTICS;FACT_KEY_MESSAGE_ACTIVITY_JPC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_KEY_MESSAGE_ACTIVITY_JPC,no,89,6,2.957,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_SSALES_MONTHLY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_SSALES_MONTHLY,no,89,6,0,,,,,,,,
ANALYTICS;GERS_ATC_MODALITY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,GERS_ATC_MODALITY,no,89,6,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;HIERARCHIE_CENTRE_DE_FRAIS_BASE_H2R__EXPORT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HIERARCHIE_CENTRE_DE_FRAIS_BASE_H2R__EXPORT,no,89,6,0,,,,,,,,
ANALYTICS;HOSPITALDATA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HOSPITALDATA,no,89,6,0,,,,,,,,
ANALYTICS;HOSPITALREP__HOSPITALREP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HOSPITALREP__HOSPITALREP,no,89,6,0,,,,,,,,
ANALYTICS;HWC_STGALL_EVENTS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HWC_STGALL_EVENTS,no,89,6,0,,,,,,,,
ANALYTICS;HWC_STGLOGDEL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HWC_STGLOGDEL,no,89,6,0.001,,,,,,,,
ANALYTICS;HWC_STGLOTSHIPMENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HWC_STGLOTSHIPMENT,no,89,6,0.001,,,,,,,,
ANALYTICS;HWC_STGORG,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,HWC_STGORG,no,89,6,0.002,,,,,,,,
ANALYTICS;IM_STGPLANS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IM_STGPLANS,no,89,6,0,,,,,,,,
ANALYTICS;IM_STGPLANSXARELTO,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IM_STGPLANSXARELTO,no,89,6,0,,,,,,,,
ANALYTICS;IMS_BRICKS_LEVEL__SHEET1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IMS_BRICKS_LEVEL__SHEET1,no,89,6,0,,,,,,,,
ANALYTICS;IMSPRODUCTMARKETMAPPING__MARKETMAPPING,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IMSPRODUCTMARKETMAPPING__MARKETMAPPING,no,89,6,0.007,,,,,,,,
ANALYTICS;IQVIA_BRICKS_NO_WITH_FARMASTAT_BRICKS__NORWAY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IQVIA_BRICKS_NO_WITH_FARMASTAT_BRICKS__NORWAY,no,89,6,0,IQVIA,,,,,,,MarketData
ANALYTICS;IQVIA_BUDGET,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IQVIA_BUDGET,no,89,6,0,IQVIA,,,,,,,MarketData
ANALYTICS;IQVIA_BUDGETSPLITRATE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IQVIA_BUDGETSPLITRATE,no,89,6,0,IQVIA,,,,,,,MarketData
ANALYTICS;IQVIA_GEOREPORTINGCLASSIFICATION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,IQVIA_GEOREPORTINGCLASSIFICATION,no,89,6,0,IQVIA,,,,,,,MarketData
ANALYTICS;KODY_1162_514_509_158_117__KODY_1162_514_509_158_117,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,KODY_1162_514_509_158_117__KODY_1162_514_509_158_117,no,89,6,0.003,,,,,,,,
ANALYTICS;MAP_CNRTN_RAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CNRTN_RAD,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_AU,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_AU,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_DE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_DE,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_FR,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_FR,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_IT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_IT,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_JP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_JP,no,89,6,0,,,,,,,,Japan
ANALYTICS;MAP_CUST_PAR_RAD_KR,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_KR,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_NZ,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_NZ,no,89,6,0,,,,,,,,
ANALYTICS;MAP_CUST_PAR_RAD_RU,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_CUST_PAR_RAD_RU,no,89,6,0,,,,,,,,
ANALYTICS;MAP_DISMISSAL_MAPPING_PARENT_CHILD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_DISMISSAL_MAPPING_PARENT_CHILD,no,89,6,0,,,,,,,,
ANALYTICS;MAP_EMPLOYEE_HIERARCHY_HIST,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_EMPLOYEE_HIERARCHY_HIST,no,89,6,0,Vault Align,,,,,,,Veeva
ANALYTICS;MAP_GEO_HIERARCHY_RAD_AU,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_GEO_HIERARCHY_RAD_AU,no,89,6,0,,,,,,,,
ANALYTICS;MAP_GEO_HIERARCHY_RAD_FR,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_GEO_HIERARCHY_RAD_FR,no,89,6,0,,,,,,,,
ANALYTICS;MAP_GEO_HIERARCHY_RAD_IT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_GEO_HIERARCHY_RAD_IT,no,89,6,0,,,,,,,,
